Table: Internal Energy [G]
Temperature {K} 	 Pressure {Pa} 	 Specific Internal Energy {J/Kg}
292 	 1400000 	 6.980627e+05
292 	 1600000 	 6.964138e+05
292 	 1800000 	 6.947252e+05
292 	 2000000 	 6.929691e+05
292 	 2200000 	 6.911587e+05
292 	 2400000 	 6.892699e+05
292 	 2600000 	 6.873155e+05
292 	 2800000 	 6.852722e+05
292 	 3000000 	 6.831326e+05
292 	 3200000 	 6.808907e+05
292 	 3400000 	 6.785241e+05
292 	 3600000 	 6.760214e+05
292 	 3800000 	 6.733485e+05
292 	 4000000 	 6.704803e+05
292 	 4200000 	 6.673546e+05
292 	 4400000 	 6.639644e+05
292 	 4600000 	 6.601255e+05
292 	 4800000 	 6.557452e+05
293 	 200000 	 7.076950e+05
293 	 400000 	 7.063057e+05
293 	 600000 	 7.048811e+05
293 	 800000 	 7.034211e+05
293 	 1000000 	 7.019262e+05
293 	 1200000 	 7.003870e+05
293 	 1400000 	 6.988066e+05
293 	 1600000 	 6.971766e+05
293 	 1800000 	 6.955056e+05
293 	 2000000 	 6.937730e+05
293 	 2200000 	 6.919718e+05
293 	 2400000 	 6.901109e+05
293 	 2600000 	 6.881832e+05
293 	 2800000 	 6.861721e+05
293 	 3000000 	 6.840682e+05
293 	 3200000 	 6.818603e+05
293 	 3400000 	 6.795430e+05
293 	 3600000 	 6.770931e+05
293 	 3800000 	 6.744917e+05
293 	 4000000 	 6.717020e+05
293 	 4200000 	 6.686773e+05
293 	 4400000 	 6.654135e+05
293 	 4600000 	 6.617480e+05
293 	 4800000 	 6.576192e+05
293 	 5000000 	 6.527775e+05
294 	 200000 	 7.082486e+05
294 	 400000 	 7.068685e+05
294 	 600000 	 7.054588e+05
294 	 800000 	 7.040111e+05
294 	 1000000 	 7.025260e+05
294 	 1200000 	 7.010028e+05
294 	 1400000 	 6.994370e+05
294 	 1600000 	 6.978239e+05
294 	 1800000 	 6.961698e+05
294 	 2000000 	 6.944488e+05
294 	 2200000 	 6.926777e+05
294 	 2400000 	 6.908435e+05
294 	 2600000 	 6.889412e+05
294 	 2800000 	 6.869533e+05
294 	 3000000 	 6.848838e+05
294 	 3200000 	 6.827175e+05
294 	 3400000 	 6.804464e+05
294 	 3600000 	 6.780498e+05
294 	 3800000 	 6.755032e+05
294 	 4000000 	 6.727900e+05
294 	 4200000 	 6.698717e+05
294 	 4400000 	 6.667141e+05
294 	 4600000 	 6.631933e+05
294 	 4800000 	 6.592875e+05
294 	 5000000 	 6.547513e+05
295 	 200000 	 7.089135e+05
295 	 400000 	 7.075436e+05
295 	 600000 	 7.061397e+05
295 	 800000 	 7.047031e+05
295 	 1000000 	 7.032321e+05
295 	 1200000 	 7.017199e+05
295 	 1400000 	 7.001688e+05
295 	 1600000 	 6.985675e+05
295 	 1800000 	 6.969283e+05
295 	 2000000 	 6.952288e+05
295 	 2200000 	 6.934752e+05
295 	 2400000 	 6.916659e+05
295 	 2600000 	 6.897878e+05
295 	 2800000 	 6.878348e+05
295 	 3000000 	 6.858030e+05
295 	 3200000 	 6.836753e+05
295 	 3400000 	 6.814435e+05
295 	 3600000 	 6.790918e+05
295 	 3800000 	 6.766082e+05
295 	 4000000 	 6.739616e+05
295 	 4200000 	 6.711268e+05
295 	 4400000 	 6.680544e+05
295 	 4600000 	 6.647124e+05
295 	 4800000 	 6.609609e+05
295 	 5000000 	 6.567243e+05
295 	 5200000 	 6.516834e+05
296 	 200000 	 7.093159e+05
296 	 400000 	 7.079550e+05
296 	 600000 	 7.065638e+05
296 	 800000 	 7.051391e+05
296 	 1000000 	 7.036779e+05
296 	 1200000 	 7.021817e+05
296 	 1400000 	 7.006443e+05
296 	 1600000 	 6.990683e+05
296 	 1800000 	 6.974291e+05
296 	 2000000 	 6.957629e+05
296 	 2200000 	 6.940239e+05
296 	 2400000 	 6.922378e+05
296 	 2600000 	 6.903807e+05
296 	 2800000 	 6.884565e+05
296 	 3000000 	 6.864499e+05
296 	 3200000 	 6.843588e+05
296 	 3400000 	 6.821675e+05
296 	 3600000 	 6.798616e+05
296 	 3800000 	 6.774278e+05
296 	 4000000 	 6.748453e+05
296 	 4200000 	 6.720884e+05
296 	 4400000 	 6.691032e+05
296 	 4600000 	 6.658828e+05
296 	 4800000 	 6.623264e+05
296 	 5000000 	 6.583095e+05
296 	 5200000 	 6.536453e+05
297 	 200000 	 7.100300e+05
297 	 400000 	 7.086778e+05
297 	 600000 	 7.072990e+05
297 	 800000 	 7.058844e+05
297 	 1000000 	 7.044371e+05
297 	 1200000 	 7.029509e+05
297 	 1400000 	 7.014259e+05
297 	 1600000 	 6.998569e+05
297 	 1800000 	 6.982459e+05
297 	 2000000 	 6.965868e+05
297 	 2200000 	 6.948737e+05
297 	 2400000 	 6.931086e+05
297 	 2600000 	 6.912801e+05
297 	 2800000 	 6.893761e+05
297 	 3000000 	 6.874050e+05
297 	 3200000 	 6.853452e+05
297 	 3400000 	 6.831925e+05
297 	 3600000 	 6.809335e+05
297 	 3800000 	 6.785508e+05
297 	 4000000 	 6.760314e+05
297 	 4200000 	 6.733470e+05
297 	 4400000 	 6.704553e+05
297 	 4600000 	 6.673408e+05
297 	 4800000 	 6.639238e+05
297 	 5000000 	 6.601146e+05
297 	 5200000 	 6.557472e+05
297 	 5400000 	 6.505629e+05
298 	 200000 	 7.106505e+05
298 	 400000 	 7.093085e+05
298 	 600000 	 7.079339e+05
298 	 800000 	 7.065298e+05
298 	 1000000 	 7.050947e+05
298 	 1200000 	 7.036216e+05
298 	 1400000 	 7.021113e+05
298 	 1600000 	 7.005624e+05
298 	 1800000 	 6.989637e+05
298 	 2000000 	 6.973228e+05
298 	 2200000 	 6.956340e+05
298 	 2400000 	 6.938783e+05
298 	 2600000 	 6.920765e+05
298 	 2800000 	 6.901986e+05
298 	 3000000 	 6.882546e+05
298 	 3200000 	 6.862337e+05
298 	 3400000 	 6.841203e+05
298 	 3600000 	 6.819060e+05
298 	 3800000 	 6.795750e+05
298 	 4000000 	 6.771136e+05
298 	 4200000 	 6.744995e+05
298 	 4400000 	 6.717046e+05
298 	 4600000 	 6.686822e+05
298 	 4800000 	 6.654081e+05
298 	 5000000 	 6.617677e+05
298 	 5200000 	 6.576714e+05
298 	 5400000 	 6.528709e+05
298 	 5600000 	 6.469649e+05
299 	 200000 	 7.109502e+05
299 	 400000 	 7.096173e+05
299 	 600000 	 7.082535e+05
299 	 800000 	 7.068627e+05
299 	 1000000 	 7.054351e+05
299 	 1200000 	 7.039748e+05
299 	 1400000 	 7.024768e+05
299 	 1600000 	 7.009448e+05
299 	 1800000 	 6.993577e+05
299 	 2000000 	 6.977344e+05
299 	 2200000 	 6.960567e+05
299 	 2400000 	 6.943305e+05
299 	 2600000 	 6.925456e+05
299 	 2800000 	 6.906995e+05
299 	 3000000 	 6.887779e+05
299 	 3200000 	 6.867869e+05
299 	 3400000 	 6.847054e+05
299 	 3600000 	 6.825291e+05
299 	 3800000 	 6.802442e+05
299 	 4000000 	 6.778373e+05
299 	 4200000 	 6.752907e+05
299 	 4400000 	 6.725706e+05
299 	 4600000 	 6.696548e+05
299 	 4800000 	 6.664722e+05
299 	 5000000 	 6.630181e+05
299 	 5200000 	 6.591132e+05
299 	 5400000 	 6.546700e+05
299 	 5600000 	 6.493456e+05
300 	 200000 	 7.116242e+05
300 	 400000 	 7.102998e+05
300 	 600000 	 7.089470e+05
300 	 800000 	 7.075618e+05
300 	 1000000 	 7.061498e+05
300 	 1200000 	 7.046992e+05
300 	 1400000 	 7.032147e+05
300 	 1600000 	 7.016908e+05
300 	 1800000 	 7.001327e+05
300 	 2000000 	 6.985244e+05
300 	 2200000 	 6.968677e+05
300 	 2400000 	 6.951570e+05
300 	 2600000 	 6.933950e+05
300 	 2800000 	 6.915708e+05
300 	 3000000 	 6.896813e+05
300 	 3200000 	 6.877201e+05
300 	 3400000 	 6.856729e+05
300 	 3600000 	 6.835357e+05
300 	 3800000 	 6.812951e+05
300 	 4000000 	 6.789341e+05
300 	 4200000 	 6.764439e+05
300 	 4400000 	 6.737943e+05
300 	 4600000 	 6.709524e+05
300 	 4800000 	 6.679011e+05
300 	 5000000 	 6.645494e+05
300 	 5200000 	 6.608587e+05
300 	 5400000 	 6.566664e+05
300 	 5600000 	 6.517698e+05
300 	 5800000 	 6.456809e+05
301 	 200000 	 7.122205e+05
301 	 400000 	 7.109057e+05
301 	 600000 	 7.095605e+05
301 	 800000 	 7.081917e+05
301 	 1000000 	 7.067879e+05
301 	 1200000 	 7.053505e+05
301 	 1400000 	 7.038776e+05
301 	 1600000 	 7.023680e+05
301 	 1800000 	 7.008153e+05
301 	 2000000 	 6.992229e+05
301 	 2200000 	 6.975878e+05
301 	 2400000 	 6.959035e+05
301 	 2600000 	 6.941541e+05
301 	 2800000 	 6.923587e+05
301 	 3000000 	 6.904884e+05
301 	 3200000 	 6.885530e+05
301 	 3400000 	 6.865425e+05
301 	 3600000 	 6.844427e+05
301 	 3800000 	 6.822477e+05
301 	 4000000 	 6.799385e+05
301 	 4200000 	 6.775036e+05
301 	 4400000 	 6.749235e+05
301 	 4600000 	 6.721685e+05
301 	 4800000 	 6.692032e+05
301 	 5000000 	 6.660158e+05
301 	 5200000 	 6.624789e+05
301 	 5400000 	 6.585132e+05
301 	 5600000 	 6.539830e+05
301 	 5800000 	 6.485184e+05
301 	 6000000 	 6.413466e+05
302 	 200000 	 7.121146e+05
302 	 400000 	 7.108069e+05
302 	 600000 	 7.094762e+05
302 	 800000 	 7.081113e+05
302 	 1000000 	 7.067151e+05
302 	 1200000 	 7.052916e+05
302 	 1400000 	 7.038318e+05
302 	 1600000 	 7.023340e+05
302 	 1800000 	 7.008017e+05
302 	 2000000 	 6.992238e+05
302 	 2200000 	 6.976077e+05
302 	 2400000 	 6.959372e+05
302 	 2600000 	 6.942178e+05
302 	 2800000 	 6.924321e+05
302 	 3000000 	 6.905955e+05
302 	 3200000 	 6.886872e+05
302 	 3400000 	 6.867073e+05
302 	 3600000 	 6.846423e+05
302 	 3800000 	 6.824859e+05
302 	 4000000 	 6.802279e+05
302 	 4200000 	 6.778492e+05
302 	 4400000 	 6.753299e+05
302 	 4600000 	 6.726649e+05
302 	 4800000 	 6.698035e+05
302 	 5000000 	 6.667036e+05
302 	 5200000 	 6.633150e+05
302 	 5400000 	 6.595656e+05
302 	 5600000 	 6.553092e+05
302 	 5800000 	 6.503177e+05
302 	 6000000 	 6.441086e+05
303 	 200000 	 7.126658e+05
303 	 400000 	 7.113667e+05
303 	 600000 	 7.100428e+05
303 	 800000 	 7.086911e+05
303 	 1000000 	 7.073067e+05
303 	 1200000 	 7.058927e+05
303 	 1400000 	 7.044456e+05
303 	 1600000 	 7.029635e+05
303 	 1800000 	 7.014448e+05
303 	 2000000 	 6.998790e+05
303 	 2200000 	 6.982815e+05
303 	 2400000 	 6.966244e+05
303 	 2600000 	 6.949241e+05
303 	 2800000 	 6.931727e+05
303 	 3000000 	 6.913522e+05
303 	 3200000 	 6.894766e+05
303 	 3400000 	 6.875247e+05
303 	 3600000 	 6.854956e+05
303 	 3800000 	 6.833814e+05
303 	 4000000 	 6.811632e+05
303 	 4200000 	 6.788381e+05
303 	 4400000 	 6.763831e+05
303 	 4600000 	 6.737783e+05
303 	 4800000 	 6.709793e+05
303 	 5000000 	 6.680051e+05
303 	 5200000 	 6.647673e+05
303 	 5400000 	 6.611910e+05
303 	 5600000 	 6.571902e+05
303 	 5800000 	 6.525924e+05
303 	 6000000 	 6.470385e+05
303 	 6200000 	 6.397459e+05
304 	 200000 	 7.133297e+05
304 	 400000 	 7.120401e+05
304 	 600000 	 7.107253e+05
304 	 800000 	 7.093792e+05
304 	 1000000 	 7.080059e+05
304 	 1200000 	 7.066011e+05
304 	 1400000 	 7.051652e+05
304 	 1600000 	 7.036944e+05
304 	 1800000 	 7.021879e+05
304 	 2000000 	 7.006476e+05
304 	 2200000 	 6.990545e+05
304 	 2400000 	 6.974198e+05
304 	 2600000 	 6.957377e+05
304 	 2800000 	 6.940101e+05
304 	 3000000 	 6.922117e+05
304 	 3200000 	 6.903579e+05
304 	 3400000 	 6.884389e+05
304 	 3600000 	 6.864413e+05
304 	 3800000 	 6.843622e+05
304 	 4000000 	 6.821843e+05
304 	 4200000 	 6.799005e+05
304 	 4400000 	 6.775032e+05
304 	 4600000 	 6.749620e+05
304 	 4800000 	 6.722647e+05
304 	 5000000 	 6.693728e+05
304 	 5200000 	 6.662334e+05
304 	 5400000 	 6.628181e+05
304 	 5600000 	 6.590244e+05
304 	 5800000 	 6.547259e+05
304 	 6000000 	 6.496740e+05
304 	 6200000 	 6.433892e+05
304 	 6400000 	 6.343351e+05
305 	 200000 	 7.118642e+05
305 	 400000 	 7.105818e+05
305 	 600000 	 7.092774e+05
305 	 800000 	 7.079406e+05
305 	 1000000 	 7.065815e+05
305 	 1200000 	 7.051897e+05
305 	 1400000 	 7.037654e+05
305 	 1600000 	 7.023092e+05
305 	 1800000 	 7.008115e+05
305 	 2000000 	 6.992823e+05
305 	 2200000 	 6.977180e+05
305 	 2400000 	 6.960928e+05
305 	 2600000 	 6.944367e+05
305 	 2800000 	 6.927225e+05
305 	 3000000 	 6.909531e+05
305 	 3200000 	 6.891261e+05
305 	 3400000 	 6.872310e+05
305 	 3600000 	 6.852679e+05
305 	 3800000 	 6.832247e+05
305 	 4000000 	 6.810913e+05
305 	 4200000 	 6.788602e+05
305 	 4400000 	 6.765150e+05
305 	 4600000 	 6.740366e+05
305 	 4800000 	 6.714090e+05
305 	 5000000 	 6.686164e+05
305 	 5200000 	 6.655863e+05
305 	 5400000 	 6.623086e+05
305 	 5600000 	 6.587039e+05
305 	 5800000 	 6.546640e+05
305 	 6000000 	 6.500361e+05
305 	 6200000 	 6.444398e+05
305 	 6400000 	 6.371392e+05
306 	 200000 	 7.121556e+05
306 	 400000 	 7.108819e+05
306 	 600000 	 7.095837e+05
306 	 800000 	 7.082554e+05
306 	 1000000 	 7.069037e+05
306 	 1200000 	 7.055221e+05
306 	 1400000 	 7.041086e+05
306 	 1600000 	 7.026633e+05
306 	 1800000 	 7.011873e+05
306 	 2000000 	 6.996672e+05
306 	 2200000 	 6.981055e+05
306 	 2400000 	 6.965122e+05
306 	 2600000 	 6.948712e+05
306 	 2800000 	 6.931782e+05
306 	 3000000 	 6.914272e+05
306 	 3200000 	 6.896259e+05
306 	 3400000 	 6.877632e+05
306 	 3600000 	 6.858265e+05
306 	 3800000 	 6.838117e+05
306 	 4000000 	 6.817189e+05
306 	 4200000 	 6.795262e+05
306 	 4400000 	 6.772299e+05
306 	 4600000 	 6.748099e+05
306 	 4800000 	 6.722329e+05
306 	 5000000 	 6.695270e+05
306 	 5200000 	 6.666158e+05
306 	 5400000 	 6.634491e+05
306 	 5600000 	 6.600224e+05
306 	 5800000 	 6.562046e+05
306 	 6000000 	 6.518562e+05
306 	 6200000 	 6.467874e+05
306 	 6400000 	 6.405056e+05
306 	 6600000 	 6.315779e+05
307 	 200000 	 7.123330e+05
307 	 400000 	 7.110676e+05
307 	 600000 	 7.097762e+05
307 	 800000 	 7.084644e+05
307 	 1000000 	 7.071209e+05
307 	 1200000 	 7.057518e+05
307 	 1400000 	 7.043495e+05
307 	 1600000 	 7.029181e+05
307 	 1800000 	 7.014588e+05
307 	 2000000 	 6.999471e+05
307 	 2200000 	 6.984112e+05
307 	 2400000 	 6.968240e+05
307 	 2600000 	 6.951964e+05
307 	 2800000 	 6.935222e+05
307 	 3000000 	 6.917965e+05
307 	 3200000 	 6.900192e+05
307 	 3400000 	 6.881814e+05
307 	 3600000 	 6.862778e+05
307 	 3800000 	 6.842982e+05
307 	 4000000 	 6.822412e+05
307 	 4200000 	 6.800899e+05
307 	 4400000 	 6.778415e+05
307 	 4600000 	 6.754755e+05
307 	 4800000 	 6.729830e+05
307 	 5000000 	 6.703343e+05
307 	 5200000 	 6.674967e+05
307 	 5400000 	 6.644721e+05
307 	 5600000 	 6.611684e+05
307 	 5800000 	 6.575328e+05
307 	 6000000 	 6.534656e+05
307 	 6200000 	 6.488015e+05
307 	 6400000 	 6.432158e+05
307 	 6600000 	 6.359912e+05
307 	 6800000 	 6.241659e+05
308 	 200000 	 7.162706e+05
308 	 400000 	 7.150148e+05
308 	 600000 	 7.137326e+05
308 	 800000 	 7.124298e+05
308 	 1000000 	 7.110938e+05
308 	 1200000 	 7.097360e+05
308 	 1400000 	 7.083445e+05
308 	 1600000 	 7.069242e+05
308 	 1800000 	 7.054641e+05
308 	 2000000 	 7.039750e+05
308 	 2200000 	 7.024522e+05
308 	 2400000 	 7.008852e+05
308 	 2600000 	 6.992798e+05
308 	 2800000 	 6.976234e+05
308 	 3000000 	 6.959221e+05
308 	 3200000 	 6.941644e+05
308 	 3400000 	 6.923490e+05
308 	 3600000 	 6.904712e+05
308 	 3800000 	 6.885261e+05
308 	 4000000 	 6.865025e+05
308 	 4200000 	 6.843898e+05
308 	 4400000 	 6.821842e+05
308 	 4600000 	 6.798746e+05
308 	 4800000 	 6.774375e+05
308 	 5000000 	 6.748780e+05
308 	 5200000 	 6.721348e+05
308 	 5400000 	 6.691818e+05
308 	 5600000 	 6.660223e+05
308 	 5800000 	 6.625518e+05
308 	 6000000 	 6.587118e+05
308 	 6200000 	 6.543850e+05
308 	 6400000 	 6.493244e+05
308 	 6600000 	 6.430922e+05
308 	 6800000 	 6.345184e+05
308 	 7000000 	 6.130379e+05
309 	 200000 	 6.969613e+05
309 	 400000 	 6.957107e+05
309 	 600000 	 6.944416e+05
309 	 800000 	 6.931420e+05
309 	 1000000 	 6.918188e+05
309 	 1200000 	 6.904656e+05
309 	 1400000 	 6.890869e+05
309 	 1600000 	 6.876782e+05
309 	 1800000 	 6.862310e+05
309 	 2000000 	 6.847630e+05
309 	 2200000 	 6.832518e+05
309 	 2400000 	 6.817004e+05
309 	 2600000 	 6.801066e+05
309 	 2800000 	 6.784767e+05
309 	 3000000 	 6.767880e+05
309 	 3200000 	 6.750522e+05
309 	 3400000 	 6.732619e+05
309 	 3600000 	 6.714120e+05
309 	 3800000 	 6.694932e+05
309 	 4000000 	 6.675025e+05
309 	 4200000 	 6.654319e+05
309 	 4400000 	 6.632658e+05
309 	 4600000 	 6.610060e+05
309 	 4800000 	 6.586266e+05
309 	 5000000 	 6.561251e+05
309 	 5200000 	 6.534635e+05
309 	 5400000 	 6.506257e+05
309 	 5600000 	 6.475678e+05
309 	 5800000 	 6.442511e+05
309 	 6000000 	 6.406027e+05
309 	 6200000 	 6.365494e+05
309 	 6400000 	 6.318797e+05
309 	 6600000 	 6.263547e+05
309 	 6800000 	 6.193041e+05
309 	 7000000 	 6.086711e+05
310 	 200000 	 6.843312e+05
310 	 400000 	 6.830890e+05
310 	 600000 	 6.818248e+05
310 	 800000 	 6.805387e+05
310 	 1000000 	 6.792236e+05
310 	 1200000 	 6.778827e+05
310 	 1400000 	 6.765152e+05
310 	 1600000 	 6.751189e+05
310 	 1800000 	 6.736966e+05
310 	 2000000 	 6.722338e+05
310 	 2200000 	 6.707339e+05
310 	 2400000 	 6.691970e+05
310 	 2600000 	 6.676241e+05
310 	 2800000 	 6.660002e+05
310 	 3000000 	 6.643402e+05
310 	 3200000 	 6.626241e+05
310 	 3400000 	 6.608585e+05
310 	 3600000 	 6.590333e+05
310 	 3800000 	 6.571451e+05
310 	 4000000 	 6.551818e+05
310 	 4200000 	 6.531455e+05
310 	 4400000 	 6.510245e+05
310 	 4600000 	 6.488063e+05
310 	 4800000 	 6.464794e+05
310 	 5000000 	 6.440242e+05
310 	 5200000 	 6.414303e+05
310 	 5400000 	 6.386911e+05
310 	 5600000 	 6.357363e+05
310 	 5800000 	 6.325759e+05
310 	 6000000 	 6.291043e+05
310 	 6200000 	 6.252601e+05
310 	 6400000 	 6.209130e+05
310 	 6600000 	 6.158759e+05
310 	 6800000 	 6.097859e+05
310 	 7000000 	 6.016584e+05
310 	 7200000 	 5.871449e+05
310 	 7400000 	 5.748772e+05
310 	 7600000 	 5.620008e+05
310 	 7800000 	 5.580556e+05
310 	 8000000 	 5.548892e+05
310 	 8200000 	 5.523512e+05
310 	 8400000 	 5.502197e+05
310 	 8600000 	 5.483700e+05
310 	 8800000 	 5.467262e+05
310 	 9000000 	 5.452374e+05
310 	 9200000 	 5.438769e+05
310 	 9400000 	 5.426124e+05
310 	 9600000 	 5.414364e+05
310 	 9800000 	 5.403376e+05
310 	 10000000 	 5.392975e+05
311 	 200000 	 7.161718e+05
311 	 400000 	 7.149393e+05
311 	 600000 	 7.136829e+05
311 	 800000 	 7.124020e+05
311 	 1000000 	 7.110975e+05
311 	 1200000 	 7.097668e+05
311 	 1400000 	 7.084084e+05
311 	 1600000 	 7.070230e+05
311 	 1800000 	 7.056060e+05
311 	 2000000 	 7.041499e+05
311 	 2200000 	 7.026729e+05
311 	 2400000 	 7.011510e+05
311 	 2600000 	 6.995968e+05
311 	 2800000 	 6.979974e+05
311 	 3000000 	 6.963480e+05
311 	 3200000 	 6.946556e+05
311 	 3400000 	 6.929103e+05
311 	 3600000 	 6.911113e+05
311 	 3800000 	 6.892554e+05
311 	 4000000 	 6.873256e+05
311 	 4200000 	 6.853216e+05
311 	 4400000 	 6.832415e+05
311 	 4600000 	 6.810677e+05
311 	 4800000 	 6.787949e+05
311 	 5000000 	 6.764027e+05
311 	 5200000 	 6.738923e+05
311 	 5400000 	 6.712056e+05
311 	 5600000 	 6.683762e+05
311 	 5800000 	 6.652907e+05
311 	 6000000 	 6.619802e+05
311 	 6200000 	 6.583325e+05
311 	 6400000 	 6.542849e+05
311 	 6600000 	 6.496490e+05
311 	 6800000 	 6.441925e+05
311 	 7000000 	 6.373839e+05
311 	 7200000 	 6.277388e+05
311 	 7400000 	 6.049895e+05
311 	 7600000 	 5.810768e+05
311 	 7800000 	 5.703794e+05
311 	 8000000 	 5.660951e+05
311 	 8200000 	 5.628117e+05
311 	 8400000 	 5.601903e+05
311 	 8600000 	 5.579957e+05
311 	 8800000 	 5.560897e+05
311 	 9000000 	 5.543987e+05
311 	 9200000 	 5.528725e+05
311 	 9400000 	 5.514718e+05
311 	 9600000 	 5.501821e+05
311 	 9800000 	 5.489805e+05
311 	 10000000 	 5.478546e+05
312 	 200000 	 7.340889e+05
312 	 400000 	 7.328622e+05
312 	 600000 	 7.316151e+05
312 	 800000 	 7.303442e+05
312 	 1000000 	 7.290471e+05
312 	 1200000 	 7.277270e+05
312 	 1400000 	 7.263780e+05
312 	 1600000 	 7.250052e+05
312 	 1800000 	 7.235923e+05
312 	 2000000 	 7.221680e+05
312 	 2200000 	 7.206881e+05
312 	 2400000 	 7.191926e+05
312 	 2600000 	 7.176443e+05
312 	 2800000 	 7.160666e+05
312 	 3000000 	 7.144374e+05
312 	 3200000 	 7.127670e+05
312 	 3400000 	 7.110470e+05
312 	 3600000 	 7.092662e+05
312 	 3800000 	 7.074392e+05
312 	 4000000 	 7.055427e+05
312 	 4200000 	 7.035714e+05
312 	 4400000 	 7.015306e+05
312 	 4600000 	 6.993992e+05
312 	 4800000 	 6.971711e+05
312 	 5000000 	 6.948362e+05
312 	 5200000 	 6.923658e+05
312 	 5400000 	 6.897898e+05
312 	 5600000 	 6.870323e+05
312 	 5800000 	 6.840653e+05
312 	 6000000 	 6.808936e+05
312 	 6200000 	 6.774312e+05
312 	 6400000 	 6.735892e+05
312 	 6600000 	 6.692783e+05
312 	 6800000 	 6.643154e+05
312 	 7000000 	 6.583986e+05
312 	 7200000 	 6.507280e+05
312 	 7400000 	 6.391146e+05
312 	 7600000 	 6.108609e+05
312 	 7800000 	 5.789257e+05
312 	 8000000 	 5.704929e+05
312 	 8200000 	 5.659369e+05
312 	 8400000 	 5.625475e+05
312 	 8600000 	 5.598612e+05
312 	 8800000 	 5.575851e+05
312 	 9000000 	 5.556287e+05
312 	 9200000 	 5.538935e+05
312 	 9400000 	 5.523267e+05
312 	 9600000 	 5.508997e+05
312 	 9800000 	 5.495813e+05
312 	 10000000 	 5.483556e+05
313 	 200000 	 7.354309e+05
313 	 400000 	 7.342126e+05
313 	 600000 	 7.329706e+05
313 	 800000 	 7.317098e+05
313 	 1000000 	 7.304200e+05
313 	 1200000 	 7.291104e+05
313 	 1400000 	 7.277740e+05
313 	 1600000 	 7.264087e+05
313 	 1800000 	 7.250142e+05
313 	 2000000 	 7.235948e+05
313 	 2200000 	 7.221363e+05
313 	 2400000 	 7.206413e+05
313 	 2600000 	 7.191215e+05
313 	 2800000 	 7.175560e+05
313 	 3000000 	 7.159431e+05
313 	 3200000 	 7.142957e+05
313 	 3400000 	 7.125937e+05
313 	 3600000 	 7.108454e+05
313 	 3800000 	 7.090368e+05
313 	 4000000 	 7.071643e+05
313 	 4200000 	 7.052259e+05
313 	 4400000 	 7.032172e+05
313 	 4600000 	 7.011276e+05
313 	 4800000 	 6.989442e+05
313 	 5000000 	 6.966622e+05
313 	 5200000 	 6.942766e+05
313 	 5400000 	 6.917362e+05
313 	 5600000 	 6.890680e+05
313 	 5800000 	 6.862198e+05
313 	 6000000 	 6.831578e+05
313 	 6200000 	 6.798436e+05
313 	 6400000 	 6.762106e+05
313 	 6600000 	 6.721844e+05
313 	 6800000 	 6.676136e+05
313 	 7000000 	 6.622883e+05
313 	 7200000 	 6.557810e+05
313 	 7400000 	 6.470803e+05
313 	 7600000 	 6.328949e+05
313 	 7800000 	 6.094005e+05
313 	 8000000 	 5.863442e+05
313 	 8200000 	 5.783774e+05
313 	 8400000 	 5.736980e+05
313 	 8600000 	 5.702396e+05
313 	 8800000 	 5.674732e+05
313 	 9000000 	 5.651646e+05
313 	 9200000 	 5.631593e+05
313 	 9400000 	 5.613876e+05
313 	 9600000 	 5.597884e+05
313 	 9800000 	 5.583267e+05
313 	 10000000 	 5.569794e+05
314 	 200000 	 7.416113e+05
314 	 400000 	 7.403993e+05
314 	 600000 	 7.391677e+05
314 	 800000 	 7.379111e+05
314 	 1000000 	 7.366312e+05
314 	 1200000 	 7.353314e+05
314 	 1400000 	 7.340041e+05
314 	 1600000 	 7.326508e+05
314 	 1800000 	 7.312702e+05
314 	 2000000 	 7.298527e+05
314 	 2200000 	 7.284147e+05
314 	 2400000 	 7.269437e+05
314 	 2600000 	 7.254291e+05
314 	 2800000 	 7.238735e+05
314 	 3000000 	 7.222843e+05
314 	 3200000 	 7.206589e+05
314 	 3400000 	 7.189760e+05
314 	 3600000 	 7.172444e+05
314 	 3800000 	 7.154649e+05
314 	 4000000 	 7.136265e+05
314 	 4200000 	 7.117221e+05
314 	 4400000 	 7.097498e+05
314 	 4600000 	 7.076971e+05
314 	 4800000 	 7.055584e+05
314 	 5000000 	 7.033266e+05
314 	 5200000 	 7.009740e+05
314 	 5400000 	 6.985265e+05
314 	 5600000 	 6.959400e+05
314 	 5800000 	 6.931763e+05
314 	 6000000 	 6.902315e+05
314 	 6200000 	 6.870576e+05
314 	 6400000 	 6.835888e+05
314 	 6600000 	 6.798072e+05
314 	 6800000 	 6.755736e+05
314 	 7000000 	 6.707289e+05
314 	 7200000 	 6.649915e+05
314 	 7400000 	 6.578252e+05
314 	 7600000 	 6.479362e+05
314 	 7800000 	 6.318911e+05
314 	 8000000 	 6.107801e+05
314 	 8200000 	 5.943812e+05
314 	 8400000 	 5.869005e+05
314 	 8600000 	 5.821777e+05
314 	 8800000 	 5.786737e+05
314 	 9000000 	 5.758658e+05
314 	 9200000 	 5.735051e+05
314 	 9400000 	 5.714668e+05
314 	 9600000 	 5.696552e+05
314 	 9800000 	 5.680242e+05
314 	 10000000 	 5.665347e+05
315 	 200000 	 7.472372e+05
315 	 400000 	 7.460325e+05
315 	 600000 	 7.448098e+05
315 	 800000 	 7.435611e+05
315 	 1000000 	 7.422922e+05
315 	 1200000 	 7.410004e+05
