Table: Density [L]
Temperature {K} 	Pressure {kPa} 	Density {kg/m^3} 	Uncertainty {kg/m^3} 
315	7800	326	14
315	8000	395	20
315	8200	483	19
315	8400	544	12
315	8600	580.7	8.6
315	8800	605.0	7.4
315	9000	623.0	6.8
315	9200	637.3	6.4
315	9400	649.3	6.1
315	9600	659.6	5.8
315	9800	668.7	5.6
315	10000	676.8	5.5
316	7400	247.0	6.4
316	7600	270.9	8.2
316	7800	303	11
316	8000	349	15
316	8200	419	18
316	8400	491	16
316	8600	543	11
316	8800	576.0	8.7
316	9000	599.6	7.5
316	9200	617.5	6.9
316	9400	631.9	6.5
316	9600	644.0	6.1
316	9800	654.4	5.9
316	10000	663.6	5.7
317	7400	239.4	5.7
317	7600	260.3	7.1
317	7800	286.5	9.1
317	8000	322	12
317	8200	372	14
317	8400	436	16
317	8600	497	14
317	8800	541	11
317	9000	571.9	8.7
317	9200	594.6	7.6
317	9400	612.3	7.0
317	9600	626.7	6.5
317	9800	638.9	6.2
317	10000	649.4	5.9
318	7400	232.8	5.1
318	7600	251.5	6.3
318	7800	274.1	7.9
318	8000	302.6	9.8
318	8200	341	12
318	8400	391	14
318	8600	449	14
318	8800	500	13
318	9000	539	10
318	9200	568.2	8.7
318	9400	590.1	7.7
318	9600	607.4	7.1
318	9800	621.8	6.6
318	10000	634.0	6.3
319	7400	227.0	4.7
319	7600	244.0	5.7
319	7800	264.0	6.9
319	8000	288.2	8.5
319	8200	319	10
319	8400	359	12
319	8600	408	13
319	8800	459	13
319	9000	503	12
319	9200	538.2	10.0
319	9400	565.0	8.7
319	9600	586.0	7.8
319	9800	602.9	7.2
319	10000	617.1	6.7
320	7400	221.8	4.3
320	7600	237.5	5.2
320	7800	255.5	6.2
320	8000	276.8	7.5
320	8200	302.6	8.9
320	8400	335	10
320	8600	375	11
320	8800	421	12
320	9000	466	12
320	9200	506	11
320	9400	537.1	9.7
320	9600	562.1	8.6
320	9800	582.2	7.8
320	10000	598.7	7.2
321	7400	217.1	4.0
321	7600	231.7	4.7
321	7800	248.2	5.6
321	8000	267.2	6.7
321	8200	289.7	8.0
321	8400	317.0	9.2
321	8600	350	10
321	8800	390	11
321	9000	432	11
321	9200	472	11
321	9400	507	10
321	9600	536.1	9.4
321	9800	559.5	8.5
321	10000	578.7	7.8
322	7400	212.9	3.7
322	7600	226.5	4.4
322	7800	241.8	5.2
322	8000	259.1	6.1
322	8200	279.1	7.2
322	8400	302.8	8.3
322	8600	330.9	9.2
322	8800	364.3	9.8
322	9000	402	10
322	9200	441	10
322	9400	477	10
322	9600	508.6	9.8
322	9800	535.1	9.1
322	10000	557.1	8.4
323	7400	208.9	3.4
323	7600	221.8	4.0
323	7800	236.0	4.7
323	8000	252.0	5.6
323	8200	270.1	6.5
323	8400	291.1	7.5
323	8600	315.6	8.4
323	8800	344.3	9.1
323	9000	377.2	9.4
323	9200	412.8	9.5
323	9400	448.2	9.7
323	9600	481.0	9.8
323	9800	509.7	9.4
323	10000	534.2	8.9
323.15	7400	208.4	3.4
323.15	7600	221.1	4.0
323.15	7800	235.2	4.7
323.15	8000	251.0	5.5
323.15	8200	268.9	6.4
323.15	8400	289.5	7.4
323.15	8600	313.5	8.3
323.15	8800	341.6	9.0
323.15	9000	373.8	9.3
323.15	9200	408.9	9.4
323.15	9400	444.1	9.6
323.15	9600	476.9	9.7
323.15	9800	505.9	9.4
323.15	10000	530.7	8.9
