Table: Density [G]
Temperature {K} 	Pressure {kPa} 	Density {kg/m^3} 	Uncertainty {kg/m^3} 
299	3000	65.02	0.36
299	3200	70.63	0.41
299	3400	76.48	0.47
299	3600	82.62	0.54
299	3800	89.09	0.62
299	4000	95.93	0.71
299	4200	103.21	0.82
299	4400	110.99	0.96
299	4600	119.4	1.1
299	4800	128.5	1.4
299	5000	138.7	1.7
299	5200	150.0	2.1
299	5400	163.2	2.7
299	5600	179.1	3.6
299    5767.227    196.601    0
300	200	3.5669	0.0016
300	400	7.2123	0.0063
300	600	10.941	0.014
300	800	14.757	0.025
300	1000	18.667	0.039
300	1200	22.675	0.056
300	1400	26.790	0.076
300	1600	31.017	0.099
300	1800	35.37	0.13
300	2000	39.85	0.16
300	2200	44.47	0.19
300	2400	49.24	0.22
300	2600	54.18	0.26
300	2800	59.30	0.31
300	3000	64.62	0.35
300	3200	70.16	0.41
300	3400	75.94	0.46
300	3600	82.00	0.53
300	3800	88.37	0.61
300	4000	95.09	0.69
300	4200	102.23	0.80
300	4400	109.84	0.93
300	4600	118.0	1.1
300	4800	126.9	1.3
300	5000	136.6	1.6
300	5200	147.5	1.9
300	5400	159.9	2.5
300	5600	174.6	3.2
300	5800	192.9	4.6
300    5895.519    204.92    0
301	200	3.5546	0.0016
301	400	7.1867	0.0062
301	600	10.900	0.014
301	800	14.701	0.025
301	1000	18.593	0.039
301	1200	22.582	0.055
301	1400	26.675	0.075
301	1600	30.879	0.098
301	1800	35.20	0.12
301	2000	39.65	0.15
301	2200	44.24	0.19
301	2400	48.98	0.22
301	2600	53.87	0.26
301	2800	58.95	0.30
301	3000	64.21	0.35
301	3200	69.69	0.40
301	3400	75.41	0.45
301	3600	81.39	0.52
301	3800	87.67	0.59
301	4000	94.28	0.67
301	4200	101.28	0.77
301	4400	108.73	0.89
301	4600	116.7	1.0
301	4800	125.3	1.2
301	5000	134.8	1.5
301	5200	145.2	1.8
301	5400	156.9	2.3
301	5600	170.6	2.9
301	5800	187.1	4.0
301	6000	209.0	6.1
301    6026.099    213.976    0
302	200	3.5425	0.0015
302	400	7.1612	0.0061
302	600	10.861	0.014
302	800	14.645	0.024
302	1000	18.519	0.038
302	1200	22.490	0.055
302	1400	26.562	0.074
302	1600	30.742	0.097
302	1800	35.04	0.12
302	2000	39.46	0.15
302	2200	44.02	0.18
302	2400	48.72	0.22
302	2600	53.58	0.26
302	2800	58.60	0.30
302	3000	63.82	0.34
302	3200	69.24	0.39
302	3400	74.89	0.45
302	3600	80.79	0.51
302	3800	86.98	0.58
302	4000	93.49	0.66
302	4200	100.37	0.75
302	4400	107.67	0.86
302	4600	115.5	1.0
302	4800	123.9	1.2
302	5000	133.0	1.4
302	5200	143.0	1.7
302	5400	154.2	2.1
302	5600	167.0	2.7
302	5800	182.2	3.6
302	6000	201.3	5.1
302    6159.026    223.917    0
303	200	3.5304	0.0015
303	400	7.1360	0.0061
303	600	10.821	0.014
303	800	14.590	0.024
303	1000	18.447	0.038
303	1200	22.398	0.054
303	1400	26.449	0.074
303	1600	30.607	0.096
303	1800	34.88	0.12
303	2000	39.27	0.15
303	2200	43.80	0.18
303	2400	48.46	0.21
303	2600	53.28	0.25
303	2800	58.27	0.29
303	3000	63.43	0.34
303	3200	68.80	0.38
303	3400	74.38	0.44
303	3600	80.21	0.50
303	3800	86.32	0.56
303	4000	92.72	0.64
303	4200	99.48	0.73
303	4400	106.64	0.84
303	4600	114.27	0.97
303	4800	122.4	1.1
303	5000	131.3	1.3
303	5200	141.0	1.6
303	5400	151.7	2.0
303	5600	163.8	2.5
303	5800	177.9	3.2
303	6000	195.0	4.4
303	6200	217.7	6.6
303    6294.362    234.943    0
304	200	3.5184	0.0015
304	400	7.1109	0.0060
304	600	10.782	0.014
304	800	14.535	0.024
304	1000	18.375	0.037
304	1200	22.307	0.054
304	1400	26.338	0.073
304	1600	30.473	0.095
304	1800	34.72	0.12
304	2000	39.09	0.15
304	2200	43.58	0.18
304	2400	48.21	0.21
304	2600	52.99	0.25
304	2800	57.94	0.29
304	3000	63.05	0.33
304	3200	68.36	0.38
304	3400	73.89	0.43
304	3600	79.65	0.49
304	3800	85.67	0.55
304	4000	91.98	0.62
304	4200	98.62	0.71
304	4400	105.65	0.81
304	4600	113.11	0.93
304	4800	121.1	1.1
304	5000	129.7	1.3
304	5200	139.0	1.5
304	5400	149.3	1.8
304	5600	160.8	2.3
304	5800	174.0	2.9
304	6000	189.6	3.9
304	6200	209.3	5.5
304	6400	237.7	9.1
304    6432.179    247.34    0
305	200	3.5065	0.0015
305	400	7.0860	0.0060
305	600	10.743	0.013
305	800	14.480	0.024
305	1000	18.304	0.037
305	1200	22.218	0.053
305	1400	26.228	0.072
305	1600	30.341	0.094
305	1800	34.56	0.12
305	2000	38.90	0.15
305	2200	43.37	0.18
305	2400	47.96	0.21
305	2600	52.71	0.24
305	2800	57.61	0.28
305	3000	62.68	0.33
305	3200	67.94	0.37
305	3400	73.40	0.42
305	3600	79.09	0.48
305	3800	85.03	0.54
305	4000	91.25	0.61
305	4200	97.79	0.69
305	4400	104.69	0.79
305	4600	112.00	0.90
305	4800	119.8	1.0
305	5000	128.2	1.2
305	5200	137.2	1.4
305	5400	147.1	1.7
305	5600	158.1	2.1
305	5800	170.5	2.7
305	6000	185.0	3.5
305	6200	202.5	4.7
305	6400	225.8	7.0
305    6572.563    261.535    0
306	200	3.4947	0.0015
306	400	7.0613	0.0059
306	600	10.704	0.013
306	800	14.426	0.023
306	1000	18.233	0.037
306	1200	22.129	0.052
306	1400	26.119	0.071
306	1600	30.210	0.093
306	1800	34.41	0.12
306	2000	38.72	0.14
306	2200	43.15	0.17
306	2400	47.72	0.21
306	2600	52.43	0.24
306	2800	57.29	0.28
306	3000	62.31	0.32
306	3200	67.52	0.37
306	3400	72.93	0.41
306	3600	78.55	0.47
306	3800	84.41	0.53
306	4000	90.55	0.60
306	4200	96.98	0.67
306	4400	103.76	0.76
306	4600	110.93	0.87
306	4800	118.5	1.0
306	5000	126.7	1.2
306	5200	135.5	1.4
306	5400	145.0	1.6
306	5600	155.6	2.0
306	5800	167.4	2.5
306	6000	180.8	3.1
306	6200	196.8	4.1
306	6400	216.9	5.8
306	6600	245.5	9.4
306    6715.615    278.214    0
307	200	3.4829	0.0015
307	400	7.0368	0.0058
307	600	10.665	0.013
307	800	14.373	0.023
307	1000	18.163	0.036
307	1200	22.041	0.052
307	1400	26.011	0.070
307	1600	30.081	0.092
307	1800	34.26	0.12
307	2000	38.54	0.14
307	2200	42.95	0.17
307	2400	47.48	0.20
307	2600	52.15	0.24
307	2800	56.97	0.28
307	3000	61.95	0.32
307	3200	67.11	0.36
307	3400	72.46	0.41
307	3600	78.02	0.46
307	3800	83.81	0.52
307	4000	89.86	0.58
307	4200	96.19	0.66
307	4400	102.86	0.74
307	4600	109.89	0.85
307	4800	117.35	0.97
307	5000	125.3	1.1
307	5200	133.8	1.3
307	5400	143.1	1.6
307	5600	153.2	1.9
307	5800	164.4	2.3
307	6000	177.1	2.9
307	6200	191.9	3.7
307	6400	209.8	5.0
307	6600	233.3	7.3
307	6800	271	14
307    6861.467    298.616    0
308	200	3.4712	0.0014
308	400	7.0125	0.0058
308	600	10.627	0.013
308	800	14.320	0.023
308	1000	18.093	0.036
308	1200	21.954	0.051
308	1400	25.905	0.070
308	1600	29.953	0.091
308	1800	34.10	0.11
308	2000	38.36	0.14
308	2200	42.74	0.17
308	2400	47.24	0.20
308	2600	51.88	0.23
308	2800	56.66	0.27
308	3000	61.60	0.31
308	3200	66.71	0.35
308	3400	72.00	0.40
308	3600	77.50	0.45
308	3800	83.22	0.51
308	4000	89.19	0.57
308	4200	95.43	0.64
308	4400	101.98	0.72
308	4600	108.89	0.82
308	4800	116.19	0.94
308	5000	124.0	1.1
308	5200	132.3	1.3
308	5400	141.2	1.5
308	5600	151.0	1.8
308	5800	161.7	2.2
308	6000	173.7	2.7
308	6200	187.5	3.4
308	6400	203.8	4.4
308	6600	224.1	6.1
308	6800	252.4	9.4
308	7000	311	28
308    7010.306    325.447    0
309	200	3.4597	0.0014
309	400	6.9883	0.0057
309	600	10.590	0.013
309	800	14.267	0.023
309	1000	18.025	0.035
309	1200	21.867	0.051
309	1400	25.799	0.069
309	1600	29.826	0.090
309	1800	33.95	0.11
309	2000	38.19	0.14
309	2200	42.54	0.17
309	2400	47.01	0.20
309	2600	51.61	0.23
309	2800	56.36	0.27
309	3000	61.25	0.31
309	3200	66.31	0.35
309	3400	71.55	0.39
309	3600	76.99	0.44
309	3800	82.64	0.50
309	4000	88.53	0.56
309	4200	94.69	0.63
309	4400	101.13	0.71
309	4600	107.92	0.80
309	4800	115.08	0.91
309	5000	122.7	1.0
309	5200	130.8	1.2
309	5400	139.5	1.4
309	5600	148.9	1.7
309	5800	159.2	2.0
309	6000	170.6	2.5
309	6200	183.6	3.1
309	6400	198.5	3.9
309	6600	216.6	5.2
309	6800	240.0	7.4
309	7000	276	13
309    7162.454    367.76    0
310	200	3.4482	0.0014
310	400	6.9644	0.0057
310	600	10.552	0.013
310	800	14.215	0.023
310	1000	17.956	0.035
310	1200	21.781	0.050
310	1400	25.694	0.068
310	1600	29.701	0.089
310	1800	33.81	0.11
310	2000	38.02	0.14
310	2200	42.34	0.17
310	2400	46.78	0.20
310	2600	51.35	0.23
310	2800	56.05	0.26
310	3000	60.91	0.30
310	3200	65.92	0.34
310	3400	71.11	0.39
310	3600	76.49	0.44
310	3800	82.08	0.49
310	4000	87.89	0.55
310	4200	93.96	0.61
310	4400	100.31	0.69
310	4600	106.98	0.78
310	4800	114.00	0.88
310	5000	121.4	1.0
310	5200	129.3	1.2
310	5400	137.8	1.4
310	5600	146.9	1.6
310	5800	156.9	1.9
310	6000	167.8	2.3
310	6200	180.0	2.8
310	6400	193.9	3.6
310	6600	210.3	4.6
310	6800	230.6	6.3
310	7000	258.2	9.2
310	7200	306	18
310	7400	566	17
310	7600	615.4	8.2
310	7800	639.0	7.1
310	8000	655.3	6.6
310	8200	668.1	6.2
310	8400	678.7	5.9
310	8600	687.8	5.6
310	8800	695.9	5.4
310	9000	703.1	5.3
310	9200	709.7	5.1
310	9400	715.7	5.0
310	9600	721.3	4.9
310	9800	726.6	4.8
310	10000	731.5	4.8
311	200	3.4367	0.0014
311	400	6.9406	0.0056
311	600	10.515	0.013
311	800	14.163	0.022
311	1000	17.889	0.035
311	1200	21.697	0.050
311	1400	25.591	0.067
311	1600	29.577	0.088
311	1800	33.66	0.11
311	2000	37.84	0.14
311	2200	42.14	0.16
311	2400	46.55	0.19
311	2600	51.09	0.23
311	2800	55.76	0.26
311	3000	60.57	0.30
311	3200	65.54	0.34
311	3400	70.68	0.38
311	3600	76.00	0.43
311	3800	81.53	0.48
311	4000	87.27	0.54
311	4200	93.25	0.60
311	4400	99.51	0.67
311	4600	106.06	0.76
311	4800	112.96	0.85
311	5000	120.24	0.97
311	5200	128.0	1.1
311	5400	136.2	1.3
311	5600	145.1	1.5
311	5800	154.6	1.8
311	6000	165.1	2.2
311	6200	176.7	2.6
311	6400	189.8	3.3
311	6600	204.9	4.2
311	6800	223.0	5.4
311	7000	246.1	7.5
311	7200	279	12
311	7400	350	32
311	7600	559	16
311	7800	606.9	8.1
311	8000	631.3	7.1
311	8200	648.3	6.6
311	8400	661.6	6.2
311	8600	672.5	5.9
311	8800	682.0	5.7
311	9000	690.2	5.5
311	9200	697.7	5.3
311	9400	704.4	5.2
311	9600	710.6	5.1
311	9800	716.4	5.0
311	10000	721.7	4.9
312	200	3.4254	0.0014
312	400	6.9169	0.0056
312	600	10.478	0.012
312	800	14.112	0.022
312	1000	17.822	0.034
312	1200	21.613	0.049
312	1400	25.488	0.067
312	1600	29.454	0.087
312	1800	33.51	0.11
312	2000	37.68	0.13
312	2200	41.94	0.16
312	2400	46.33	0.19
312	2600	50.83	0.22
312	2800	55.47	0.26
312	3000	60.24	0.29
312	3200	65.17	0.33
312	3400	70.26	0.38
312	3600	75.52	0.42
312	3800	80.99	0.47
312	4000	86.66	0.53
312	4200	92.56	0.59
312	4400	98.73	0.66
312	4600	105.18	0.74
312	4800	111.95	0.83
312	5000	119.09	0.94
312	5200	126.6	1.1
312	5400	134.7	1.2
312	5600	143.3	1.4
312	5800	152.5	1.7
312	6000	162.6	2.0
312	6200	173.7	2.5
312	6400	186.0	3.0
312	6600	200.1	3.8
312	6800	216.5	4.8
312	7000	236.7	6.4
312	7200	263.1	8.9
312	7400	304	15
312	7600	409	44
312	7800	554	14
312	8000	599.1	8.2
312	8200	624.0	7.1
312	8400	641.5	6.6
312	8600	655.2	6.2
312	8800	666.5	5.9
312	9000	676.2	5.7
312	9200	684.7	5.5
312	9400	692.3	5.3
312	9600	699.3	5.2
312	9800	705.6	5.1
312	10000	711.5	5.0
313	200	3.4141	0.0014
313	400	6.8935	0.0055
313	600	10.441	0.012
313	800	14.061	0.022
313	1000	17.755	0.034
313	1200	21.529	0.049
313	1400	25.387	0.066
313	1600	29.332	0.086
313	1800	33.37	0.11
313	2000	37.51	0.13
313	2200	41.75	0.16
313	2400	46.10	0.19
313	2600	50.58	0.22
313	2800	55.18	0.25
313	3000	59.91	0.29
313	3200	64.80	0.33
313	3400	69.84	0.37
313	3600	75.06	0.42
313	3800	80.46	0.46
313	4000	86.06	0.52
313	4200	91.89	0.58
313	4400	97.97	0.64
313	4600	104.32	0.72
313	4800	110.97	0.81
313	5000	117.98	0.91
313	5200	125.4	1.0
313	5400	133.2	1.2
313	5600	141.6	1.4
313	5800	150.6	1.6
313	6000	160.3	1.9
313	6200	170.9	2.3
313	6400	182.6	2.8
313	6600	195.8	3.5
313	6800	210.9	4.3
313	7000	228.9	5.6
313	7200	251.4	7.4
313	7400	282	11
313	7600	333	18
313	7800	450	34
313	8000	550	13
313	8200	592.2	8.3
313	8400	617.2	7.2
313	8600	635.0	6.6
313	8800	649.0	6.3
313	9000	660.6	6.0
313	9200	670.5	5.7
313	9400	679.3	5.5
313	9600	687.1	5.4
313	9800	694.2	5.2
313	10000	700.7	5.1
314	200	3.4029	0.0014
314	400	6.8702	0.0055
314	600	10.405	0.012
314	800	14.010	0.022
314	1000	17.689	0.034
314	1200	21.447	0.048
314	1400	25.286	0.065
314	1600	29.212	0.085
314	1800	33.23	0.11
314	2000	37.34	0.13
314	2200	41.56	0.16
314	2400	45.89	0.19
314	2600	50.33	0.22
314	2800	54.89	0.25
314	3000	59.59	0.29
314	3200	64.44	0.32
314	3400	69.43	0.37
314	3600	74.59	0.41
314	3800	79.94	0.46
314	4000	85.48	0.51
314	4200	91.23	0.57
314	4400	97.23	0.63
314	4600	103.48	0.70
314	4800	110.03	0.79
314	5000	116.90	0.89
314	5200	124.1	1.0
314	5400	131.8	1.2
314	5600	140.0	1.3
314	5800	148.7	1.5
314	6000	158.1	1.8
314	6200	168.3	2.2
314	6400	179.4	2.6
314	6600	191.9	3.2
314	6800	206.0	3.9
314	7000	222.4	5.0
314	7200	242.1	6.4
314	7400	267.3	8.6
314	7600	303	12
314	7800	366	20
314	8000	471	25
314	8200	547	12
314	8400	586.1	8.5
314	8600	610.8	7.3
314	8800	628.8	6.7
314	9000	643.1	6.3
314	9200	654.9	6.0
314	9400	665.0	5.8
314	9600	673.9	5.6
314	9800	681.9	5.4
314	10000	689.1	5.3
315	200	3.3918	0.0014
315	400	6.8470	0.0054
315	600	10.369	0.012
315	800	13.960	0.021
315	1000	17.624	0.033
315	1200	21.365	0.048
315	1400	25.186	0.065
315	1600	29.093	0.084
315	1800	33.09	0.11
315	2000	37.18	0.13
315	2200	41.37	0.16
315	2400	45.67	0.18
315	2600	50.08	0.21
315	2800	54.61	0.25
315	3000	59.28	0.28
315	3200	64.08	0.32
315	3400	69.03	0.36
315	3600	74.14	0.40
315	3800	79.43	0.45
315	4000	84.91	0.50
315	4200	90.59	0.56
315	4400	96.50	0.62
315	4600	102.67	0.69
315	4800	109.11	0.77
315	5000	115.86	0.86
315	5200	122.96	0.97
315	5400	130.5	1.1
315	5600	138.4	1.3
315	5800	146.9	1.5
315	6000	156.0	1.7
315	6200	165.8	2.0
315	6400	176.5	2.4
315	6600	188.3	3.0
315	6800	201.5	3.6
315	7000	216.7	4.5
315	7200	234.4	5.7
315	7400	256.1	7.3
315	7600	284.5	9.8
315	7800	326	14
315	8000	395	20
315	8200	483	19
315	8400	544	12
315	8600	580.7	8.6
315	8800	605.0	7.4
315	9000	623.0	6.8
315	9200	637.3	6.4
315	9400	649.3	6.1
315	9600	659.6	5.8
315	9800	668.7	5.6
315	10000	676.8	5.5
316	200	3.3807	0.0013
316	400	6.8241	0.0053
316	600	10.333	0.012
316	800	13.910	0.021
316	1000	17.559	0.033
316	1200	21.284	0.047
316	1400	25.088	0.064
316	1600	28.975	0.083
316	1800	32.95	0.10
316	2000	37.02	0.13
316	2200	41.18	0.15
316	2400	45.46	0.18
316	2600	49.84	0.21
316	2800	54.34	0.24
316	3000	58.97	0.28
316	3200	63.73	0.32
316	3400	68.63	0.36
316	3600	73.70	0.40
316	3800	78.93	0.44
316	4000	84.35	0.49
316	4200	89.96	0.55
316	4400	95.80	0.61
316	4600	101.87	0.67
316	4800	108.21	0.75
316	5000	114.85	0.84
316	5200	121.82	0.95
316	5400	129.2	1.1
316	5600	136.9	1.2
316	5800	145.2	1.4
316	6000	154.0	1.6
316	6200	163.5	1.9
316	6400	173.8	2.3
316	6600	185.0	2.8
316	6800	197.5	3.3
316	7000	211.6	4.1
316	7200	227.8	5.1
316	7400	247.0	6.4
316	7600	270.9	8.2
316	7800	303	11
316	8000	349	15
316	8200	419	18
316	8400	491	16
316	8600	543	11
316	8800	576.0	8.7
316	9000	599.6	7.5
316	9200	617.5	6.9
316	9400	631.9	6.5
316	9600	644.0	6.1
316	9800	654.4	5.9
316	10000	663.6	5.7
317	200	3.3698	0.0013
317	400	6.8013	0.0053
317	600	10.297	0.012
317	800	13.861	0.021
317	1000	17.495	0.033
317	1200	21.203	0.047
317	1400	24.990	0.063
317	1600	28.858	0.082
317	1800	32.81	0.10
317	2000	36.86	0.13
317	2200	41.00	0.15
317	2400	45.25	0.18
317	2600	49.60	0.21
317	2800	54.07	0.24
317	3000	58.66	0.28
317	3200	63.38	0.31
317	3400	68.25	0.35
317	3600	73.26	0.39
317	3800	78.44	0.44
317	4000	83.80	0.48
317	4200	89.35	0.54
317	4400	95.11	0.59
317	4600	101.10	0.66
317	4800	107.35	0.73
317	5000	113.87	0.82
317	5200	120.71	0.92
317	5400	127.9	1.0
317	5600	135.5	1.2
317	5800	143.5	1.4
317	6000	152.1	1.6
317	6200	161.3	1.8
317	6400	171.2	2.2
317	6600	182.0	2.6
317	6800	193.8	3.1
317	7000	207.0	3.8
317	7200	222.0	4.6
317	7400	239.4	5.7
317	7600	260.3	7.1
317	7800	286.5	9.1
317	8000	322	12
317	8200	372	14
317	8400	436	16
317	8600	497	14
317	8800	541	11
317	9000	571.9	8.7
317	9200	594.6	7.6
317	9400	612.3	7.0
317	9600	626.7	6.5
317	9800	638.9	6.2
317	10000	649.4	5.9
318	200	3.3589	0.0013
318	400	6.7786	0.0052
318	600	10.262	0.012
318	800	13.812	0.021
318	1000	17.431	0.032
318	1200	21.124	0.046
318	1400	24.893	0.063
318	1600	28.742	0.081
318	1800	32.68	0.10
318	2000	36.70	0.13
318	2200	40.82	0.15
318	2400	45.04	0.18
318	2600	49.36	0.21
318	2800	53.80	0.24
318	3000	58.36	0.27
318	3200	63.04	0.31
318	3400	67.86	0.35
318	3600	72.83	0.39
318	3800	77.96	0.43
318	4000	83.26	0.48
318	4200	88.75	0.53
318	4400	94.44	0.58
318	4600	100.35	0.65
318	4800	106.50	0.72
318	5000	112.92	0.80
318	5200	119.64	0.89
318	5400	126.7	1.0
318	5600	134.1	1.1
318	5800	142.0	1.3
318	6000	150.3	1.5
318	6200	159.2	1.8
318	6400	168.8	2.1
318	6600	179.1	2.4
318	6800	190.4	2.9
318	7000	202.9	3.5
318	7200	216.9	4.2
318	7400	232.8	5.1
318	7600	251.5	6.3
318	7800	274.1	7.9
318	8000	302.6	9.8
318	8200	341	12
318	8400	391	14
318	8600	449	14
318	8800	500	13
318	9000	539	10
318	9200	568.2	8.7
318	9400	590.1	7.7
318	9600	607.4	7.1
318	9800	621.8	6.6
318	10000	634.0	6.3
319	200	3.3480	0.0013
319	400	6.7561	0.0052
319	600	10.227	0.012
319	800	13.763	0.021
319	1000	17.368	0.032
319	1200	21.045	0.046
319	1400	24.797	0.062
319	1600	28.628	0.080
319	1800	32.54	0.10
319	2000	36.54	0.12
319	2200	40.64	0.15
319	2400	44.83	0.18
319	2600	49.13	0.21
319	2800	53.53	0.24
319	3000	58.06	0.27
319	3200	62.71	0.30
319	3400	67.49	0.34
319	3600	72.41	0.38
319	3800	77.49	0.42
319	4000	82.74	0.47
319	4200	88.16	0.52
319	4400	93.78	0.57
319	4600	99.61	0.63
319	4800	105.68	0.70
319	5000	112.00	0.78
319	5200	118.60	0.87
319	5400	125.52	0.98
319	5600	132.8	1.1
319	5800	140.5	1.3
319	6000	148.6	1.4
319	6200	157.2	1.7
319	6400	166.5	1.9
319	6600	176.4	2.3
319	6800	187.2	2.7
319	7000	199.1	3.2
319	7200	212.2	3.9
319	7400	227.0	4.7
319	7600	244.0	5.7
319	7800	264.0	6.9
319	8000	288.2	8.5
319	8200	319	10
319	8400	359	12
319	8600	408	13
319	8800	459	13
319	9000	503	12
319	9200	538.2	10.0
319	9400	565.0	8.7
319	9600	586.0	7.8
319	9800	602.9	7.2
319	10000	617.1	6.7
320	200	3.3373	0.0013
320	400	6.7338	0.0051
320	600	10.192	0.012
320	800	13.715	0.020
320	1000	17.305	0.032
320	1200	20.966	0.045
320	1400	24.701	0.061
320	1600	28.514	0.080
320	1800	32.41	0.10
320	2000	36.39	0.12
320	2200	40.46	0.15
320	2400	44.63	0.17
320	2600	48.90	0.20
320	2800	53.27	0.23
320	3000	57.76	0.27
320	3200	62.38	0.30
320	3400	67.12	0.34
320	3600	72.00	0.38
320	3800	77.03	0.42
320	4000	82.22	0.46
320	4200	87.58	0.51
320	4400	93.14	0.56
320	4600	98.89	0.62
320	4800	104.87	0.69
320	5000	111.10	0.76
320	5200	117.59	0.85
320	5400	124.38	0.95
320	5600	131.5	1.1
320	5800	139.0	1.2
320	6000	146.9	1.4
320	6200	155.3	1.6
320	6400	164.3	1.9
320	6600	173.9	2.2
320	6800	184.3	2.5
320	7000	195.6	3.0
320	7200	208.0	3.6
320	7400	221.8	4.3
320	7600	237.5	5.2
320	7800	255.5	6.2
320	8000	276.8	7.5
320	8200	302.6	8.9
320	8400	335	10
320	8600	375	11
320	8800	421	12
320	9000	466	12
320	9200	506	11
320	9400	537.1	9.7
320	9600	562.1	8.6
320	9800	582.2	7.8
320	10000	598.7	7.2
321	200	3.3266	0.0013
321	400	6.7116	0.0051
321	600	10.158	0.011
321	800	13.667	0.020
321	1000	17.243	0.031
321	1200	20.889	0.045
321	1400	24.607	0.061
321	1600	28.402	0.079
321	1800	32.277	0.099
321	2000	36.24	0.12
321	2200	40.28	0.15
321	2400	44.43	0.17
321	2600	48.67	0.20
321	2800	53.02	0.23
321	3000	57.47	0.26
321	3200	62.05	0.30
321	3400	66.75	0.33
321	3600	71.59	0.37
321	3800	76.58	0.41
321	4000	81.71	0.46
321	4200	87.02	0.50
321	4400	92.51	0.55
321	4600	98.19	0.61
321	4800	104.09	0.67
321	5000	110.22	0.74
321	5200	116.61	0.83
321	5400	123.28	0.92
321	5600	130.3	1.0
321	5800	137.6	1.2
321	6000	145.3	1.3
321	6200	153.5	1.5
321	6400	162.2	1.8
321	6600	171.5	2.1
321	6800	181.5	2.4
321	7000	192.3	2.8
321	7200	204.1	3.3
321	7400	217.1	4.0
321	7600	231.7	4.7
321	7800	248.2	5.6
321	8000	267.2	6.7
321	8200	289.7	8.0
321	8400	317.0	9.2
321	8600	350	10
321	8800	390	11
321	9000	432	11
321	9200	472	11
321	9400	507	10
321	9600	536.1	9.4
321	9800	559.5	8.5
321	10000	578.7	7.8
322	200	3.3160	0.0013
322	400	6.6896	0.0050
322	600	10.123	0.011
322	800	13.620	0.020
322	1000	17.182	0.031
322	1200	20.812	0.044
322	1400	24.514	0.060
322	1600	28.291	0.078
322	1800	32.146	0.098
322	2000	36.08	0.12
322	2200	40.11	0.14
322	2400	44.23	0.17
322	2600	48.44	0.20
322	2800	52.76	0.23
322	3000	57.19	0.26
322	3200	61.73	0.29
322	3400	66.39	0.33
322	3600	71.19	0.37
322	3800	76.13	0.41
322	4000	81.22	0.45
322	4200	86.47	0.49
322	4400	91.89	0.54
322	4600	97.51	0.60
322	4800	103.33	0.66
322	5000	109.37	0.73
322	5200	115.66	0.81
322	5400	122.22	0.90
322	5600	129.1	1.0
322	5800	136.3	1.1
322	6000	143.8	1.3
322	6200	151.8	1.5
322	6400	160.3	1.7
322	6600	169.3	2.0
322	6800	178.9	2.3
322	7000	189.3	2.7
322	7200	200.6	3.1
322	7400	212.9	3.7
322	7600	226.5	4.4
322	7800	241.8	5.2
322	8000	259.1	6.1
322	8200	279.1	7.2
322	8400	302.8	8.3
322	8600	330.9	9.2
322	8800	364.3	9.8
322	9000	402	10
322	9200	441	10
322	9400	477	10
322	9600	508.6	9.8
322	9800	535.1	9.1
322	10000	557.1	8.4
323	200	3.3054	0.0013
323	400	6.6677	0.0050
323	600	10.089	0.011
323	800	13.573	0.020
323	1000	17.120	0.031
323	1200	20.735	0.044
323	1400	24.421	0.059
323	1600	28.180	0.077
323	1800	32.017	0.097
323	2000	35.94	0.12
323	2200	39.94	0.14
323	2400	44.03	0.17
323	2600	48.22	0.20
323	2800	52.51	0.23
323	3000	56.91	0.26
323	3200	61.41	0.29
323	3400	66.04	0.32
323	3600	70.80	0.36
323	3800	75.69	0.40
323	4000	80.73	0.44
323	4200	85.92	0.49
323	4400	91.29	0.54
323	4600	96.84	0.59
323	4800	102.58	0.65
323	5000	108.54	0.71
323	5200	114.73	0.79
323	5400	121.19	0.87
323	5600	127.92	0.98
323	5800	135.0	1.1
323	6000	142.4	1.2
323	6200	150.2	1.4
323	6400	158.4	1.6
323	6600	167.1	1.9
323	6800	176.5	2.2
323	7000	186.4	2.5
323	7200	197.2	2.9
323	7400	208.9	3.4
323	7600	221.8	4.0
323	7800	236.0	4.7
323	8000	252.0	5.6
323	8200	270.1	6.5
323	8400	291.1	7.5
323	8600	315.6	8.4
323	8800	344.3	9.1
323	9000	377.2	9.4
323	9200	412.8	9.5
323	9400	448.2	9.7
323	9600	481.0	9.8
323	9800	509.7	9.4
323	10000	534.2	8.9
324	200	3.2949	0.0012
324	400	6.6460	0.0049
324	600	10.056	0.011
324	800	13.526	0.020
324	1000	17.060	0.030
324	1200	20.660	0.044
324	1400	24.329	0.059
324	1600	28.071	0.076
324	1800	31.889	0.096
324	2000	35.79	0.12
324	2200	39.77	0.14
324	2400	43.84	0.17
324	2600	48.00	0.19
324	2800	52.26	0.22
324	3000	56.63	0.25
324	3200	61.10	0.29
324	3400	65.69	0.32
324	3600	70.41	0.36
324	3800	75.26	0.40
324	4000	80.25	0.44
324	4200	85.39	0.48
324	4400	90.70	0.53
324	4600	96.18	0.58
324	4800	101.85	0.63
324	5000	107.73	0.70
324	5200	113.83	0.77
324	5400	120.18	0.85
324	5600	126.80	0.95
324	5800	133.7	1.1
324	6000	141.0	1.2
324	6200	148.6	1.4
324	6400	156.6	1.5
324	6600	165.1	1.8
324	6800	174.1	2.0
324	7000	183.8	2.4
324	7200	194.1	2.8
324	7400	205.3	3.2
324	7600	217.5	3.8
324	7800	230.9	4.4
324	8000	245.7	5.1
324	8200	262.4	6.0
324	8400	281.3	6.9
324	8600	303.0	7.7
